"","year","location_id","location","lat","lng","AvgTotal"
"44",1984,4101,"DAVENPORT RD AT DUFFERIN ST (PX 388)",43.6729899993563,-79.4409959940589,8624
"45",1984,4106,"DUFFERIN ST AT FINCH AVE (PX 618)",43.7688519967857,-79.4669269987184,19457
"46",1984,4107,"DUFFERIN ST AT STEELES AVE (PX 619)",43.7872830028875,-79.4700890033715,14664
"47",1984,4108,"KINGSTON RD AT MCCOWAN RD & CATHEDRAL BLUFFS DR",43.725139541,-79.232433991,11830
"48",1984,4110,"LAWRENCE AVE AT MCCOWAN RD (PX 380)",43.7555479956993,-79.2454219966729,15294
"49",1984,4113,"MCCOWAN RD AT SHEPPARD AVE (PX 938)",43.7896199985453,-79.2588379965267,17913
"50",1984,4117,"OVERLEA BLVD AT THORNCLIFFE PARK DR E (PX 679)",43.7074729970241,-79.3436250025741,5151
"51",1984,4120,"EGLINTON AVE AT W R ALLEN RD W TCS (PX 772)",43.6986849981612,-79.4364610042331,11089
"52",1984,4121,"EGLINTON AVE AT W R ALLEN RD E TCS (PX 1307)",43.6989899961028,-79.4350329972575,12627
"53",1984,4126,"EGLINTON AVE AT PHARMACY AVE (PX 452)",43.7256510009606,-79.2975149974673,16768
"54",1984,4128,"BELLAMY RD N AT EGLINTON AVE E / GO STATION (PX 191)",43.7402600020082,-79.2320530035391,9907
"55",1984,4135,"BATHURST ST AT DAVENPORT RD (PX 384)",43.6767299995446,-79.4157860019466,10285
"56",1984,4136,"BATHURST ST AT RICHMOND ST (PX 298)",43.6464709991518,-79.4037599994809,6398
"57",1984,4139,"BATHURST ST AT KING ST (PX 201)",43.643926004216,-79.402705002212,6070
"58",1984,4142,"BATHURST ST AT DUPONT ST (PX 305)",43.6731500016819,-79.4143909954901,9717
"59",1984,4143,"BATHURST ST AT ST CLAIR AVE (PX 480)",43.683166999191,-79.4183009950728,10318
"60",1984,4145,"BATHURST ST AT EGLINTON AVE (PX 100)",43.7009920012768,-79.4255610025978,14208
"61",1984,4146,"BATHURST ST AT CARIBOU RD & DELLPARK AVE (PX 2133)",43.7176290038528,-79.4294130023228,7839
"62",1984,4147,"BATHURST ST AT LAWRENCE AVE (PX 423)",43.7192580018085,-79.429816002816,16358
"63",1984,4150,"BATHURST ST AT FINCH AVE W (PX 675)",43.773858996676,-79.4430079979862,15122
"64",1984,4151,"EGLINTON AVE E AT MARKHAM RD (PX 463)",43.7431820018926,-79.2189130009699,8417
"65",1984,4153,"LAWRENCE AVE AT MARKHAM RD (PX 420)",43.7598219974576,-79.2253240008177,12568
"66",1984,4154,"MARKHAM RD AT PROGRESS AVE & PROGRESS CRT (PX 878)",43.7817459980458,-79.2338900025899,14480.5
"67",1984,4155,"MARKHAM RD AT SHEPPARD AVE (PX 701)",43.7938689980114,-79.2387529992647,15028
"68",1984,4156,"FINCH AVE AT MARKHAM RD (PX 1257)",43.8129710006548,-79.2430759998232,11456
"69",1984,4158,"MARKHAM RD AT STEELES AVE (PX 1583)",43.8365979968062,-79.2511890037329,5997
"70",1984,4162,"FRONT ST AT SPADINA AVE (PX 272)",43.6427380003057,-79.393928003032,12147
"71",1984,4163,"ADELAIDE ST AT SPADINA AVE (PX 274)",43.6467399997327,-79.3955699992994,9373
"72",1984,4165,"RICHMOND ST AT SPADINA AVE (PX 275)",43.6478069983399,-79.3959690008641,10932
"73",1984,4167,"DUNDAS ST AT SPADINA AVE (PX 277)",43.652944004499,-79.3980490041488,8407
"74",1984,4169,"NASSAU ST AT SPADINA AVE (PX 278)",43.6558509957541,-79.3992310023226,6985
"75",1984,4170,"COLLEGE ST AT SPADINA AVE (PX 279)",43.6579480015013,-79.40004800215,9477
"76",1984,4177,"KING ST AT SPADINA AVE (PX 273)",43.6454700030013,-79.3950459963437,8903
"77",1984,4179,"QUEEN ST AT SPADINA AVE (PX 276)",43.6487650006283,-79.3963809968113,9735
"78",1984,4180,"DUPONT ST AT SPADINA RD (PX 840)",43.674856999541,-79.4071219955227,8405
"79",1984,4189,"AVENUE RD AT BLOOR ST W & QUEENS PARK (PX 86)",43.6687199975198,-79.3941410047002,18603
"80",1984,4192,"AVENUE RD AT ST CLAIR AVE W (PX 112)",43.6866400031138,-79.4014949949487,14866
"81",1984,4193,"AVENUE RD AT HEATH ST (PX 603)",43.6887209992919,-79.4023379941579,11651
"82",1984,4196,"AVENUE RD AT WILSON AVE (PX 123)",43.7398709966229,-79.4216469952154,16115
"83",1984,4198,"ADELAIDE ST AT UNIVERSITY AVE (PX 78)",43.648869002318,-79.3855560013834,13754
"84",1984,4200,"DUNDAS ST W AT UNIVERSITY AVE (PX 81)",43.6547899971341,-79.3883140021518,15293
"85",1984,4207,"BAY ST AT HARBOUR SQ & QUEENS QUAY (PX 2416)",43.6411520012208,-79.3768409985475,6134
"86",1984,4208,"BAY ST AT FRONT ST W (PX 59)",43.6459869966748,-79.3791339961899,8690
"87",1984,4213,"LAWRENCE AVE AT PHARMACY AVE (PX 408)",43.7432420025419,-79.3046449988977,16162
"88",1984,4214,"BIRCHMOUNT RD AT LAWRENCE AVE (PX 410)",43.7475179991836,-79.2848360046077,17708
"89",1984,4224,"QUEENS QUAY AT YONGE ST (PX 1588)",43.6419279972682,-79.3747090057284,4854
"90",1984,4226,"HEATH ST W AT YONGE ST (PX 1291)",43.690199001807,-79.3949360029505,9434
"91",1984,4227,"EGLINTON AVE AT YONGE ST (PX 49)",43.7067309998852,-79.3983660053511,12245
"92",1984,4228,"LAWRENCE AVE AT YONGE ST (PX 55)",43.7251010003066,-79.4021949941736,12756
"93",1984,4230,"SHEPPARD AVE AT YONGE ST (PX 125)",43.7615080021222,-79.4109369995849,18127
"94",1984,4233,"BISHOP AVE AT HENDON AVE & YONGE ST (PX 1151)",43.7816370012459,-79.4160010015757,12099
"95",1984,4236,"STEELES AVE AT YONGE ST (PX 131)",43.7979989978168,-79.4200839983631,15450
"96",1984,4239,"ATTWELL DR AT DIXON RD & SKYWAY AVE (PX 953)",43.6879480009482,-79.5868230050745,10860
"97",1984,4241,"FRONT ST E AT LOWER JARVIS ST & JARVIS ST (PX 2)",43.6494499970874,-79.3714639959891,8398
"98",1984,4242,"JARVIS ST AT KING ST E (PX 3)",43.6504630011365,-79.3719129962965,8210
"99",1984,4243,"CHARLES ST E AT JARVIS ST & MOUNT PLEASANT RD (PX 13)",43.6699730000565,-79.3799049943774,9108
"100",1984,4252,"DUNDALK DR AT ELLESMERE RD & WYE VALLEY RD (PX 2066)",43.7651679986333,-79.2838370004834,8591
"101",1984,4254,"BELLAMY RD N AT ELLESMERE RD (PX 700)",43.7743339999201,-79.2417589942758,10806
"102",1984,4274,"BAYVIEW AVE AT ROSEDALE VALLEY RD (PX 282)",43.6701969974788,-79.3601519991226,11702
"103",1984,4276,"BAYVIEW AVE AT MILLWOOD RD (PX 171)",43.7042689964237,-79.3746150032191,9679
"104",1984,4278,"BAYVIEW AVE AT BLYTHWOOD RD & WELLNESS WAY (PX 200)",43.7209750042435,-79.3789389950521,13452.5
"105",1984,4281,"BAYVIEW AVE AT YORK MILLS RD (PX 644)",43.7480590001619,-79.384154996538,15977
"106",1984,4282,"BAYVIEW AVE AT SHEPPARD AVE (PX 648)",43.766588995603,-79.3880560011968,19018
"107",1984,4283,"BAYVIEW AVE AT RUDDINGTON DR (PX 653)",43.7880230034471,-79.3927449965124,9394
"108",1984,4285,"BAYVIEW AVE AT STEELES AVE (PX 652)",43.8032699961068,-79.3962299959798,17027
"109",1984,4286,"BROWNS LINE AT LAKE SHORE BLVD (PX 242)",43.5922950040153,-79.5428339959882,8658
"110",1984,4288,"ELLESMERE RD AT MORNINGSIDE AVE (PX 719)",43.7853440023858,-79.1933420001643,7840
"111",1984,4291,"CAMBRIDGE AVE AT PRETORIA AVE",43.6785615,-79.359673027,1350
"112",1984,4292,"BROADVIEW AVE AT DANFORTH AVE (PX 294)",43.6762019988253,-79.3588719975307,11594
"113",1984,4304,"DANFORTH AVE AT PAPE AVE (PX 345)",43.6789510012098,-79.3448420042793,8562
"114",1984,4312,"ARROW RD AT SHEPPARD AVE (PX 861)",43.7356960003888,-79.5293270061268,7910
"115",1984,4317,"ALBION RD AT KIPLING AVE (PX 734)",43.7397239969432,-79.580402002839,13657
"116",1984,4320,"KIPLING AVE AT THE QUEENSWAY (PX 568)",43.6209179956827,-79.5267410052857,13715
"117",1984,4331,"HIGHWAY 401 S TCS AT LESLIE ST & LESMILL RD (PX 754)",43.7637430030248,-79.3619190010597,12726
"118",1984,4335,"MEADOWVALE RD AT SHEPPARD AVE E (PX 1220)",43.8083759964357,-79.17081100203,3836
"119",1984,4337,"DON MILLS RD AT O CONNOR DR (PX 444)",43.6955739984296,-79.3396480045099,12320
"120",1984,4339,"DON MILLS RD AT EGLINTON AVE (PX 454)",43.7205000044364,-79.3388729983062,21417
"121",1984,4343,"DON MILLS RD AT YORK MILLS RD (PX 626)",43.755810996537,-79.347045002326,13814
"122",1984,4344,"DON MILLS RD AT SHEPPARD AVE (PX 627)",43.7751070040083,-79.347040002097,16785
"123",1984,4348,"COXWELL AVE AT FAIRFORD AVE & GERRARD ST E (PX 367)",43.6753370043167,-79.320300000353,5323
"124",1984,4349,"COXWELL AVE AT MORTIMER AVE (PX 661)",43.6905869983688,-79.3265740019427,6630
"125",1984,4350,"ALBION RD AT ISLINGTON AVE (PX 717)",43.737235996563,-79.5653049945633,14255
"126",1984,4362,"FINCH AVE AT HIGHWAY 400 E TCS (PX 809)",43.754956004101,-79.5285280032922,17706
"127",1984,4364,"BIRCHMOUNT RD AT FINCH AVE E (PX 1138)",43.7989979995184,-79.3059809951566,11857
"128",1984,4368,"FINCH AVE AT HUMBER COLLEGE BLVD (PX 1496)",43.7340970037127,-79.6099130003582,4161
"129",1984,4369,"FINCH AVE AT SENTINEL RD (PX 808)",43.7610630019833,-79.5000039990403,10668
"130",1984,4371,"FINCH AVE W AT WILMINGTON AVE (PX 890)",43.7702530013406,-79.4607239952869,9572
"131",1984,4380,"OCONNOR DR AT WOODBINE AVE (PX 446)",43.7001559973995,-79.3190310047967,11458
"132",1984,4381,"KINGSTON RD AT WOODBINE AVE (PX 162)",43.673927996521,-79.3079260023247,9750
"133",1984,4383,"DANFORTH AVE AT WOODBINE AVE (PX 351)",43.6856840012281,-79.3127780056078,10285
"134",1984,4386,"DUNDAS ST AT SCARLETT RD (PX 496)",43.6655240019982,-79.499207004161,9414
"135",1984,4391,"EGLINTON AVE AT SCARLETT RD (PX 784)",43.6839620012535,-79.5114570043453,12021
"136",1984,4410,"LAKE SHORE BLVD AT ROYAL YORK RD (PX 233)",43.6036509985654,-79.4931650045066,4125
"137",1984,4411,"LAKE SHORE BLVD AT MARINE PARADE DR & PARK LAWN RD (PX 230)",43.6229680022022,-79.481210997272,5610
"138",1984,4412,"DON VALLEY PKWY W TCS AT YORK MILLS RD (PX 1495)",43.7579560029742,-79.3372459996718,9075
"139",1984,4418,"KINGSTON RD AT CLAREMORE AVE & CLIFFSIDE DR",43.703953474,-79.252772902,10034
"140",1984,4431,"EGLINTON AVE AT WESTON RD (PX 468)",43.6869929977948,-79.4895320044771,8412
"141",1984,4434,"STEELES AVE AT WESTON RD (PX 1289)",43.7702810010402,-79.5465260053289,11039
"142",1984,4439,"ALBION RD AT MARTIN GROVE RD (PX 791)",43.7419239960473,-79.5942100026002,9212
"143",1984,4440,"ALBION RD AT STEELES AVE & HIGHWAY 50 (PX 2312)",43.7498700019795,-79.6392639994335,8731
"144",1984,4454,"KINGSTON RD AT WARDEN AVE (PX 156)",43.6877589966203,-79.2709180037336,7255
"145",1984,4455,"CLONMORE DR AT HOLLIS AVE & WARDEN AVE (PX 360)",43.6928710013251,-79.2730380003133,6534
"146",1984,4463,"ARKONA DR AT CLOVERLEAF GT & WARDEN AVE (PX 927)",43.7730889965145,-79.3053559975575,10586
"147",1984,4466,"FINCH AVE AT WARDEN AVE (PX 1035)",43.7967720021072,-79.315766003199,12620
"148",1984,4471,"ADELAIDE ST AT BAY ST (PX 62)",43.6498919999844,-79.3808100001703,8851
"149",1984,4475,"PARK LAWN RD AT THE QUEENSWAY (PX 564)",43.6290499997715,-79.4903640008909,8044
"150",1984,4482,"DUNDAS ST AT JANE ST (PX 185)",43.6657339991971,-79.4911860014992,8553
"151",1984,4483,"BLOOR ST W AT JANE ST (PX 333)",43.6493299997338,-79.4844830003943,8218
"152",1984,4484,"ANNETTE ST AT BABY POINT RD & JANE ST (PX 522)",43.6582679989517,-79.4881210007632,5284
"153",1984,4491,"JANE ST AT STEELES AVE (PX 535)",43.7754699981848,-79.5217349954709,12555
"154",1984,4494,"DUNDAS ST E AT PARLIAMENT ST (PX 248)",43.6594409960161,-79.3660159985948,6575
"155",1984,4502,"HIGHWAY 401 S TCS AT KENNEDY RD & WILLIAM KITCHEN RD (PX 920)",43.7731870021528,-79.2838680047475,18631
"156",1984,4503,"HIGHWAY 401 N TCS AT KENNEDY RD (PX 919)",43.77631499702,-79.285171999125,17444
"157",1984,4505,"OLD KENNEDY RD AT SILVER STAR BLVD & STEELES AVE (PX 1264)",43.8253180009504,-79.3000749951745,6769
"158",1984,4514,"BLOOR ST AT THE EAST MALL (PX 792)",43.6369290009577,-79.5567089997178,11687
"159",1984,4515,"BIRCHMOUNT RD AT DANFORTH AVE (PX 359)",43.6969930007821,-79.2639990061678,6801
"160",1984,4518,"ANNETTE ST AT KEELE ST (PX 576)",43.6636529984627,-79.4638030026078,7813
"161",1984,4524,"GRANDRAVINE DR AT KEELE ST (PX 633)",43.7520229955491,-79.4881730042854,8716
"162",1984,4525,"KEELE ST AT STEELES AVE (PX 602)",43.7815790029302,-79.4945059992452,13761
"163",1984,4528,"DOVERCOURT RD AT DUPONT ST (PX 843)",43.6697020011229,-79.4327599958462,7344
"164",1984,4534,"BURNHAMTHORPE RD AT RENFORTH DR (PX 874)",43.6433400037064,-79.5724849957743,8834
"165",1984,4537,"BURNHAMTHORPE RD AT MILL RD (PX 1300)",43.6392049999158,-79.584367996003,9594
"166",1984,4551,"OAKWOOD AVE AT ST CLAIR AVE (PX 487)",43.6795919994966,-79.4356890044837,8267
"167",1984,4554,"ST CLAIR AVE AT TWEEDSMUIR AVE (PX 2002)",43.684163000037,-79.4133939956545,5858
"168",1984,4559,"DUFFERIN ST AT EGLINTON AVE (PX 105)",43.6956910033226,-79.4502780013068,11054
"169",1984,4560,"CONSILIUM PL AT HIGHWAY 401 S TCS & MCCOWAN RD (PX 940)",43.7795880023548,-79.2542180043278,19844
"170",1984,4563,"EGLINTON AVE AT MCCOWAN RD (PX 192)",43.7388529994232,-79.2383609967035,9879
"171",1984,4565,"MCCOWAN RD AT STEELES AVE (PX 1492)",43.8310449973802,-79.2751949975067,9531
"172",1984,4570,"MILLWOOD RD AT OVERLEA BLVD (PX 687)",43.7019170015531,-79.3528419975688,10566
"173",1984,4575,"EGLINTON AVE AT MIDLAND AVE (PX 461)",43.7345300038362,-79.2581039999648,17476
"174",1984,4576,"EGLINTON AVE AT OLD FOREST HILL RD (PX 1748)",43.7015079996657,-79.423140003583,6823
"175",1984,4581,"EGLINTON AVE AT NORTHCLIFFE BLVD (PX 104)",43.6962579983634,-79.4476850020085,4900
"176",1984,4584,"EGLINTON AVE W AT MARTIN GROVE RD (PX 786)",43.6744770028432,-79.5631760034986,16506
"177",1984,4590,"MARKHAM RD AT PAINTED POST DR (PX 877)",43.7675880020163,-79.2283539998299,8522
"178",1984,4591,"BATHURST ST AT RANEE AVE (PX 316)",43.7269379989933,-79.4315210050532,7435
"179",1984,4593,"BATHURST ST AT STEELES AVE (PX 678)",43.7924069985506,-79.445754994068,13046
"180",1984,4594,"HIGHWAY 401 S TCS AT MARKHAM RD (PX 970)",43.7839250037315,-79.2347219956519,18815
"181",1984,4595,"KINGSTON RD AT MARKHAM RD (PX 148)",43.7387759998747,-79.2170349986438,11247
"182",1984,4597,"ELLESMERE RD AT MARKHAM RD (PX 702)",43.776435999693,-79.2317560025844,16500
"183",1984,4600,"SPADINA RD AT ST CLAIR AVE (PX 479)",43.6846250039646,-79.4111690060153,9524
"184",1984,4607,"MORNINGSIDE AVE AT SHEPPARD AVE (PX 1108)",43.8019739966549,-79.1997710049145,7551
"185",1984,4631,"HARBOUR ST AT LAKE SHORE BLVD & YONGE ST (PX 1541)",43.643313004471,-79.3754770031743,7399
"186",1984,4632,"YONGE BLVD AT YONGE ST (PX 58)",43.7343609968669,-79.4045729941884,9215
"187",1984,4633,"FRONT ST AT YONGE ST (PX 29)",43.646884001036,-79.3769739969209,9146
"188",1984,4634,"WELLINGTON ST AT YONGE ST (PX 30)",43.6478459973446,-79.3773699955874,7469
"189",1984,4636,"KING ST AT YONGE ST (PX 31)",43.6491480009993,-79.3779180025175,7947
"190",1984,4637,"ADELAIDE ST AT YONGE ST (PX 32)",43.6504069974751,-79.378469999902,9440
"191",1984,4638,"RICHMOND ST AT YONGE ST (PX 33)",43.6516920007186,-79.3789839966313,10086
"192",1984,4639,"SHUTER ST AT YONGE ST (PX 35)",43.6540620023981,-79.37997300565,5425
"193",1984,4641,"GERRARD ST AT YONGE ST (PX 37)",43.6590949982578,-79.3821170061911,8393
"194",1984,4644,"BLOOR ST AT YONGE ST (PX 40)",43.670226003374,-79.3867879943205,11197
"195",1984,4649,"ST CLAIR AVE AT YONGE ST (PX 46)",43.6880829989977,-79.3941409952207,10970
"196",1984,4654,"YONGE ST AT CHAPLIN CRES & DAVISVILLE AVE",43.698301207,-79.396642715,10180
"197",1984,4661,"YONGE ST AT CHURCH ST & DAVENPORT RD (PX 41)",43.6728729970005,-79.3878660010327,8070
"198",1984,4665,"WILSON AVE AT YONGE ST & YORK MILLS RD (PX 124)",43.7441489989384,-79.4067249998778,15843.5
"199",1984,4668,"FINCH AVE AT YONGE ST (PX 128)",43.7797690032233,-79.4155770023701,17009
"200",1984,4669,"MADAWASKA AVE AT MOORE PARK AVE & YONGE ST (PX 130)",43.7938100004463,-79.4190139973404,12135
"201",1984,4672,"DIXON RD AT MARTIN GROVE RD (PX 437)",43.6915920028019,-79.5708379982085,13537
"202",1984,4675,"JARVIS ST AT QUEEN ST (PX 6)",43.6537290001515,-79.3732539942351,9199
"203",1984,4677,"DUNDAS ST E AT JARVIS ST (PX 8)",43.6570669965754,-79.3745660009364,11701
"204",1984,4698,"BILLY BISHOP WAY AT TRANSIT RD & WILSON AVE (PX 1237)",43.7333830014412,-79.4528630058558,6603
"205",1984,4701,"BAYVIEW AVE AT EGLINTON AVE (PX 90)",43.7110359958347,-79.3771580035292,16308
"206",1984,4702,"BAYVIEW AVE AT BROADWAY AVE (PX 179)",43.7138500000754,-79.3776219971584,11862
"207",1984,4708,"HIGHWAY 401 S TCS AT MORNINGSIDE AVE (PX 1032)",43.7948670038103,-79.1965079959919,8252
"208",1984,4710,"KINGSTON RD AT MORNINGSIDE AVE (PX 143)",43.770612002503,-79.1868649962557,13483
"209",1984,4718,"LAIRD DR AT MILLWOOD RD & SOUTHVALE DR (PX 682)",43.7031410010643,-79.3605580036558,6661.5
"210",1984,4724,"MALVERN ST AT PROGRESS AVE & SHEPPARD AVE (PX 1568)",43.7946620003744,-79.2349309954383,5392
"211",1984,4729,"HIGHWAY 401 N TCS AT LESLIE ST (PX 753)",43.7672339983115,-79.3636630035631,11831
"212",1984,4733,"FINCH AVE AT LESLIE ST (PX 868)",43.7900119961954,-79.3680670004261,11813
"213",1984,4734,"BANNATYNE DR AT LESLIE ST (PX 738)",43.758721003941,-79.3612689960317,12192
"214",1984,4736,"DON MILLS RD AT WYNFORD DR (PX 822)",43.7230239956484,-79.3396129975754,13244
"215",1984,4737,"DON MILLS RD AT BARBER GREENE RD & GREEN BELT DR (PX 623)",43.7276560026971,-79.3408590028615,11228
"216",1984,4739,"DON MILLS RD AT VAN HORNE AVE (PX 628)",43.7873449989352,-79.3530289956332,8553
"217",1984,4740,"DON MILLS RD AT FINCH AVE (PX 869)",43.7926599957152,-79.354736004193,14498
"218",1984,4742,"DON MILLS RD AT STEELES AVE (PX 1038)",43.8111839970382,-79.3607760036512,13294
"219",1984,4745,"ASHBRIDGES BAY PARK RD AT COXWELL AVE & LAKE SHORE BLVD (PX 963)",43.6622729960935,-79.3148680019508,9352
"220",1984,4748,"ISLINGTON AVE AT THE QUEENSWAY (PX 567)",43.6235920006624,-79.514782999002,15768
"221",1984,4752,"DRIFTWOOD AVE AT FINCH AVE (PX 961)",43.7580590006003,-79.5134449951453,9633
"222",1984,4753,"ALBION RD AT FINCH AVE (PX 1001)",43.7410930018213,-79.5892319967398,9843
"223",1984,4754,"FINCH AVE AT ROMFIELD LANE (PX 1061)",43.7626000025318,-79.4936419964712,7210
"224",1984,4777,"LAKE SHORE BLVD AT STADIUM RD & FLEET ST (PX 221)",43.635895998655,-79.4019850032349,7831.5
"225",1984,4782,"GLENWOOD CRES AT O CONNOR DR (PX 1836)",43.7027679958783,-79.3156280044189,10829
"226",1984,4784,"COXWELL AVE AT COXWELL BLVD & OCONNOR DR (PX 445)",43.6977669962777,-79.3294890011436,8809
"227",1984,4790,"KINGSTON RD AT SCARBOROUGH RD (PX 1669)",43.6805390036131,-79.2870870024453,6216
"228",1984,4795,"DAVENPORT RD AT SALEM AVE",43.673974243,-79.437140982,5301
"229",1984,4802,"ROGERS RD AT WESTON RD (PX 395)",43.6816089969515,-79.4767510018273,9498
"230",1984,4803,"LAWRENCE AVE AT WESTON RD (PX 431)",43.7001579982337,-79.5162009996174,8199
"231",1984,4810,"DANFORTH RD AT MIDLAND AVE (PX 377)",43.7248269958823,-79.2539609986833,8608
"232",1984,4814,"KINGSTON RD AT VICTORIA PARK AVE (PX 158)",43.6808109978764,-79.2840600030907,6394
"233",1984,4819,"ST CLAIR AVE AT VICTORIA PARK AVE (PX 471)",43.7087759986933,-79.2959850055133,13095
"234",1984,4821,"VICTORIA PARK AVE AT YORK MILLS RD (PX 518)",43.7630200000876,-79.3175309948264,15152
"235",1984,4822,"CONSUMERS RD AT MEADOWACRES DR & VICTORIA PARK AVE (PX 864)",43.7719409955572,-79.3215179978396,13758
"236",1984,4828,"MCNICOLL AVE AT VICTORIA PARK AVE (PX 569)",43.8040849996848,-79.3363159987121,9323
"237",1984,4839,"ORMONT DR AT SIGNET DR (PX 1524)",43.7657520017194,-79.5412129941206,3782
"238",1984,4842,"LAWRENCE AVE AT WARDEN AVE (PX 409)",43.7453759965048,-79.2947299976257,18357
"239",1984,4843,"SHEPPARD AVE AT WARDEN AVE (PX 750)",43.7787309969643,-79.3079050027818,16010
"240",1984,4854,"NORTH QUEEN ST AT THE QUEENSWAY (PX 917)",43.6142169956589,-79.5561540042307,10930
